

TIME =   1.200e+01

Nodal Displacements

 Node          U1          U2 
  778  -6.684e-03   7.323e-03
  779  -1.006e-02   1.106e-02
  780  -1.344e-02   1.483e-02
  781  -1.683e-02   1.860e-02
  782  -2.022e-02   2.240e-02
  783  -2.360e-02   2.622e-02
  784  -2.698e-02   3.008e-02
  785  -3.036e-02   3.400e-02
  786  -3.374e-02   3.797e-02
  787  -3.712e-02   4.200e-02
  788  -4.050e-02   4.610e-02
  789  -4.388e-02   5.028e-02
  790  -4.726e-02   5.453e-02
  791  -5.065e-02   5.886e-02
  792  -5.403e-02   6.325e-02
  793  -5.741e-02   6.770e-02
  794  -6.080e-02   7.220e-02
  795  -6.418e-02   7.673e-02
  796  -6.756e-02   8.129e-02
  797  -7.093e-02   8.584e-02
  798  -7.428e-02   9.036e-02
  799  -7.762e-02   9.483e-02
  800  -8.094e-02   9.919e-02
  801  -8.423e-02   1.034e-01
  802  -8.748e-02   1.075e-01
  803  -9.068e-02   1.113e-01
  804  -9.384e-02   1.149e-01
  805  -9.694e-02   1.181e-01
  806  -9.999e-02   1.211e-01
  807   0.000e+00   0.000e+00
  808  -3.411e-03   3.806e-03
  809  -6.850e-03   7.678e-03
  810  -1.030e-02   1.156e-02
  811  -1.376e-02   1.544e-02
  812  -1.721e-02   1.930e-02
  813  -2.065e-02   2.315e-02
  814  -2.408e-02   2.702e-02
  815  -2.750e-02   3.092e-02
  816  -3.091e-02   3.486e-02
  817  -3.432e-02   3.885e-02
  818  -3.773e-02   4.290e-02
  819  -4.112e-02   4.702e-02
  820  -4.452e-02   5.121e-02
  821  -4.790e-02   5.546e-02
  822  -5.128e-02   5.979e-02
  823  -5.466e-02   6.418e-02
  824  -5.803e-02   6.862e-02
  825  -6.139e-02   7.311e-02
  826  -6.474e-02   7.763e-02
  827  -6.807e-02   8.216e-02
  828  -7.140e-02   8.667e-02
  829  -7.470e-02   9.115e-02
  830  -7.799e-02   9.556e-02
  831  -8.124e-02   9.987e-02
  832  -8.447e-02   1.040e-01
  833  -8.766e-02   1.080e-01
  834  -9.081e-02   1.117e-01
  835  -9.392e-02   1.152e-01
  836  -9.698e-02   1.185e-01
  837  -9.999e-02   1.214e-01
  838   0.000e+00   0.000e+00
  839  -3.507e-03   4.026e-03
  840  -7.044e-03   8.096e-03
  841  -1.058e-02   1.213e-02
  842  -1.411e-02   1.611e-02
  843  -1.763e-02   2.003e-02
  844  -2.112e-02   2.394e-02
  845  -2.460e-02   2.784e-02
  846  -2.806e-02   3.176e-02
  847  -3.152e-02   3.572e-02
  848  -3.496e-02   3.972e-02
  849  -3.839e-02   4.378e-02
  850  -4.182e-02   4.791e-02
  851  -4.523e-02   5.210e-02
  852  -4.863e-02   5.636e-02
  853  -5.201e-02   6.068e-02
  854  -5.539e-02   6.507e-02
  855  -5.875e-02   6.950e-02
  856  -6.209e-02   7.398e-02
  857  -6.541e-02   7.848e-02
  858  -6.871e-02   8.299e-02
  859  -7.198e-02   8.748e-02
  860  -7.523e-02   9.193e-02
  861  -7.845e-02   9.630e-02
  862  -8.164e-02   1.006e-01
  863  -8.479e-02   1.047e-01
  864  -8.791e-02   1.086e-01
  865  -9.100e-02   1.123e-01
  866  -9.404e-02   1.157e-01
  867  -9.703e-02   1.189e-01
  868  -9.999e-02   1.217e-01
  869   0.000e+00   0.000e+00
  870  -3.632e-03   4.311e-03
  871  -7.284e-03   8.617e-03
  872  -1.092e-02   1.280e-02
  873  -1.452e-02   1.685e-02
  874  -1.809e-02   2.082e-02
  875  -2.164e-02   2.476e-02
  876  -2.517e-02   2.868e-02
  877  -2.868e-02   3.262e-02
  878  -3.217e-02   3.658e-02
  879  -3.566e-02   4.059e-02
  880  -3.913e-02   4.466e-02
  881  -4.258e-02   4.878e-02
  882  -4.603e-02   5.297e-02
  883  -4.945e-02   5.723e-02
  884  -5.286e-02   6.155e-02
  885  -5.625e-02   6.593e-02
  886  -5.961e-02   7.035e-02
  887  -6.294e-02   7.482e-02
  888  -6.624e-02   7.931e-02
  889  -6.951e-02   8.380e-02
  890  -7.275e-02   8.827e-02
  891  -7.594e-02   9.270e-02
  892  -7.909e-02   9.704e-02
  893  -8.220e-02   1.013e-01
  894  -8.526e-02   1.053e-01
  895  -8.828e-02   1.092e-01
  896  -9.126e-02   1.129e-01
  897  -9.421e-02   1.163e-01
  898  -9.712e-02   1.194e-01
  899  -9.999e-02   1.222e-01
  900   0.000e+00   0.000e+00
  901  -3.808e-03   4.735e-03
  902  -7.631e-03   9.317e-03
  903  -1.135e-02   1.358e-02
  904  -1.501e-02   1.767e-02
  905  -1.863e-02   2.167e-02
  906  -2.221e-02   2.561e-02
  907  -2.578e-02   2.954e-02
  908  -2.933e-02   3.348e-02
  909  -3.287e-02   3.745e-02
  910  -3.640e-02   4.146e-02
  911  -3.991e-02   4.553e-02
  912  -4.342e-02   4.965e-02
  913  -4.691e-02   5.384e-02
  914  -5.038e-02   5.809e-02
  915  -5.383e-02   6.240e-02
  916  -5.725e-02   6.677e-02
  917  -6.063e-02   7.119e-02
  918  -6.398e-02   7.564e-02
  919  -6.729e-02   8.012e-02
  920  -7.055e-02   8.460e-02
  921  -7.375e-02   8.905e-02
  922  -7.690e-02   9.345e-02
  923  -7.999e-02   9.778e-02
  924  -8.301e-02   1.020e-01
  925  -8.597e-02   1.060e-01
  926  -8.887e-02   1.099e-01
  927  -9.171e-02   1.136e-01
  928  -9.450e-02   1.169e-01
  929  -9.726e-02   1.200e-01
  930  -9.999e-02   1.227e-01
  931   0.000e+00   0.000e+00
  932  -4.421e-03   5.610e-03
  933  -8.299e-03   1.017e-02
  934  -1.201e-02   1.445e-02
  935  -1.565e-02   1.855e-02
  936  -1.925e-02   2.255e-02
  937  -2.284e-02   2.649e-02
  938  -2.642e-02   3.042e-02
  939  -3.000e-02   3.436e-02
  940  -3.358e-02   3.833e-02
  941  -3.715e-02   4.234e-02
  942  -4.073e-02   4.640e-02
  943  -4.429e-02   5.052e-02
  944  -4.785e-02   5.471e-02
  945  -5.138e-02   5.895e-02
  946  -5.490e-02   6.326e-02
  947  -5.838e-02   6.762e-02
  948  -6.183e-02   7.203e-02
  949  -6.523e-02   7.647e-02
  950  -6.858e-02   8.093e-02
  951  -7.186e-02   8.539e-02
  952  -7.507e-02   8.983e-02
  953  -7.821e-02   9.421e-02
  954  -8.126e-02   9.852e-02
  955  -8.422e-02   1.027e-01
  956  -8.708e-02   1.067e-01
  957  -8.985e-02   1.106e-01
  958  -9.252e-02   1.142e-01
  959  -9.510e-02   1.176e-01
  960  -9.759e-02   1.206e-01
  961  -1.000e-01   1.232e-01

Element Stress

        S11         S22         S12
Element     1
  1.011e+03   7.912e+01   1.804e+02
  5.783e+02   4.192e+01   1.009e+02
  9.376e+02   4.990e+01   1.087e+02
  5.052e+02   1.270e+01   2.921e+01
Element     2
  7.983e+02   3.050e+01   1.003e+02
  5.525e+02   9.549e+00   6.083e+01
  7.592e+02   2.484e+01   5.922e+01
  5.133e+02   3.891e+00   1.975e+01
Element     3
  6.819e+02   1.831e+01   6.536e+01
  5.129e+02   3.917e+00   3.833e+01
  6.550e+02   1.460e+01   3.712e+01
  4.861e+02   2.116e-01   1.010e+01
Element     4
  6.098e+02   1.145e+01   4.770e+01
  4.749e+02  -1.829e-02   2.676e+01
  5.886e+02   9.704e+00   2.513e+01
  4.538e+02  -1.763e+00   4.186e+00
Element     5
  5.605e+02   8.542e+00   3.805e+01
  4.428e+02  -1.458e+00   1.993e+01
  5.421e+02   7.309e+00   1.835e+01
  4.244e+02  -2.690e+00   2.243e-01
Element     6
  5.242e+02   7.045e+00   3.205e+01
  4.166e+02  -2.096e+00   1.552e+01
  5.074e+02   5.978e+00   1.404e+01
  3.998e+02  -3.163e+00  -2.499e+00
Element     7
  4.960e+02   6.198e+00   2.795e+01
  3.952e+02  -2.368e+00   1.242e+01
  4.803e+02   5.143e+00   1.107e+01
  3.795e+02  -3.423e+00  -4.455e+00
Element     8
  4.736e+02   5.642e+00   2.494e+01
  3.778e+02  -2.496e+00   1.015e+01
  4.586e+02   4.555e+00   8.909e+00
  3.628e+02  -3.583e+00  -5.881e+00
Element     9
  4.552e+02   5.229e+00   2.267e+01
  3.634e+02  -2.569e+00   8.461e+00
  4.408e+02   4.103e+00   7.317e+00
  3.490e+02  -3.695e+00  -6.896e+00
Element    10
  4.398e+02   4.887e+00   2.096e+01
  3.514e+02  -2.624e+00   7.233e+00
  4.259e+02   3.731e+00   6.170e+00
  3.375e+02  -3.780e+00  -7.554e+00
Element    11
  4.264e+02   4.577e+00   1.969e+01
  3.411e+02  -2.679e+00   6.406e+00
  4.130e+02   3.411e+00   5.407e+00
  3.277e+02  -3.845e+00  -7.875e+00
Element    12
  4.144e+02   4.279e+00   1.881e+01
  3.319e+02  -2.738e+00   5.949e+00
  4.014e+02   3.126e+00   4.997e+00
  3.189e+02  -3.891e+00  -7.861e+00
Element    13
  4.029e+02   3.980e+00   1.827e+01
  3.231e+02  -2.802e+00   5.843e+00
  3.903e+02   2.867e+00   4.922e+00
  3.106e+02  -3.915e+00  -7.504e+00
Element    14
  3.912e+02   3.670e+00   1.805e+01
  3.142e+02  -2.871e+00   6.077e+00
  3.791e+02   2.628e+00   5.172e+00
  3.022e+02  -3.912e+00  -6.796e+00
Element    15
  3.786e+02   3.343e+00   1.810e+01
  3.047e+02  -2.938e+00   6.640e+00
  3.670e+02   2.405e+00   5.736e+00
  2.931e+02  -3.876e+00  -5.728e+00
Element    16
  3.645e+02   2.998e+00   1.841e+01
  2.940e+02  -2.998e+00   7.516e+00
  3.535e+02   2.198e+00   6.599e+00
  2.830e+02  -3.797e+00  -4.295e+00
Element    17
  3.484e+02   2.631e+00   1.893e+01
  2.816e+02  -3.042e+00   8.683e+00
  3.379e+02   2.007e+00   7.743e+00
  2.711e+02  -3.666e+00  -2.501e+00
Element    18
  3.295e+02   2.245e+00   1.960e+01
  2.670e+02  -3.060e+00   1.011e+01
  3.197e+02   1.832e+00   9.135e+00
  2.573e+02  -3.472e+00  -3.606e-01
Element    19
  3.074e+02   1.843e+00   2.038e+01
  2.498e+02  -3.038e+00   1.174e+01
  2.985e+02   1.679e+00   1.073e+01
  2.409e+02  -3.201e+00   2.097e+00
Element    20
  2.818e+02   1.435e+00   2.115e+01
  2.299e+02  -2.957e+00   1.352e+01
  2.738e+02   1.555e+00   1.245e+01
  2.220e+02  -2.837e+00   4.819e+00
Element    21
  2.524e+02   1.034e+00   2.182e+01
  2.071e+02  -2.795e+00   1.532e+01
  2.455e+02   1.471e+00   1.421e+01
  2.002e+02  -2.359e+00   7.718e+00
Element    22
  2.194e+02   6.664e-01   2.223e+01
  1.816e+02  -2.523e+00   1.702e+01
  2.137e+02   1.443e+00   1.586e+01
  1.759e+02  -1.747e+00   1.066e+01
Element    23
  1.831e+02   3.661e-01   2.218e+01
  1.536e+02  -2.109e+00   1.840e+01
  1.788e+02   1.493e+00   1.721e+01
  1.493e+02  -9.818e-01   1.342e+01
Element    24
  1.445e+02   1.832e-01   2.145e+01
  1.241e+02  -1.519e+00   1.918e+01
  1.416e+02   1.648e+00   1.798e+01
  1.212e+02  -5.390e-02   1.572e+01
Element    25
  1.052e+02   1.806e-01   1.977e+01
  9.407e+01  -7.289e-01   1.903e+01
  1.039e+02   1.929e+00   1.785e+01
  9.274e+01   1.020e+00   1.711e+01
Element    26
  6.765e+01   4.245e-01   1.690e+01
  6.523e+01   2.546e-01   1.754e+01
  6.770e+01   2.334e+00   1.644e+01
  6.528e+01   2.164e+00   1.708e+01
Element    27
  3.517e+01   9.535e-01   1.274e+01
  3.950e+01   1.354e+00   1.434e+01
  3.625e+01   2.792e+00   1.341e+01
  4.057e+01   3.192e+00   1.502e+01
Element    28
  1.160e+01   1.697e+00   7.530e+00
  1.894e+01   2.345e+00   9.328e+00
  1.303e+01   3.057e+00   8.721e+00
  2.037e+01   3.704e+00   1.052e+01
Element    29
  8.678e-02   2.262e+00   2.275e+00
  5.314e+00   2.708e+00   3.135e+00
  9.277e-01   2.423e+00   3.147e+00
  6.155e+00   2.869e+00   4.007e+00
Element    30
 -6.767e-01   1.338e+00  -3.504e-01
 -3.937e-01   1.317e+00  -1.547e+00
 -1.157e+00  -1.037e+00  -2.339e-01
 -8.736e-01  -1.057e+00  -1.431e+00
Element    31
  3.784e+02   3.490e+01   7.972e+01
  2.163e+02   2.120e+01   5.695e+01
  3.540e+02   3.741e+01   5.244e+01
  1.918e+02   2.371e+01   2.967e+01
Element    32
  4.688e+02   4.760e+01   1.111e+02
  2.528e+02   2.906e+01   7.259e+01
  4.328e+02   3.527e+01   7.523e+01
  2.168e+02   1.673e+01   3.671e+01
Element    33
  4.664e+02   3.430e+01   1.004e+02
  2.688e+02   1.740e+01   6.689e+01
  4.342e+02   2.637e+01   6.746e+01
  2.365e+02   9.467e+00   3.396e+01
Element    34
  4.410e+02   2.514e+01   8.437e+01
  2.700e+02   1.054e+01   5.611e+01
  4.134e+02   1.964e+01   5.584e+01
  2.424e+02   5.045e+00   2.758e+01
Element    35
  4.126e+02   1.887e+01   7.007e+01
  2.636e+02   6.165e+00   4.595e+01
  3.888e+02   1.506e+01   4.518e+01
  2.398e+02   2.362e+00   2.107e+01
Element    36
  3.870e+02   1.488e+01   5.870e+01
  2.543e+02   3.571e+00   3.748e+01
  3.659e+02   1.199e+01   3.651e+01
  2.332e+02   6.853e-01   1.529e+01
Element    37
  3.654e+02   1.222e+01   4.982e+01
  2.446e+02   1.934e+00   3.063e+01
  3.463e+02   9.828e+00   2.962e+01
  2.255e+02  -4.553e-01   1.044e+01
Element    38
  3.476e+02   1.032e+01   4.286e+01
  2.359e+02   8.156e-01   2.516e+01
  3.299e+02   8.195e+00   2.419e+01
  2.182e+02  -1.314e+00   6.486e+00
Element    39
  3.329e+02   8.861e+00   3.742e+01
  2.284e+02  -3.400e-02   2.086e+01
  3.163e+02   6.868e+00   1.995e+01
  2.118e+02  -2.027e+00   3.391e+00
Element    40
  3.207e+02   7.635e+00   3.321e+01
  2.223e+02  -7.472e-01   1.759e+01
  3.051e+02   5.717e+00   1.675e+01
  2.067e+02  -2.665e+00   1.126e+00
Element    41
  3.106e+02   6.540e+00   3.008e+01
  2.174e+02  -1.395e+00   1.526e+01
  2.958e+02   4.670e+00   1.450e+01
  2.026e+02  -3.265e+00  -3.128e-01
Element    42
  3.019e+02   5.511e+00   2.793e+01
  2.135e+02  -2.014e+00   1.385e+01
  2.879e+02   3.684e+00   1.316e+01
  1.995e+02  -3.840e+00  -9.171e-01
Element    43
  2.941e+02   4.514e+00   2.669e+01
  2.104e+02  -2.619e+00   1.333e+01
  2.808e+02   2.741e+00   1.269e+01
  1.971e+02  -4.392e+00  -6.721e-01
Element    44
  2.867e+02   3.533e+00   2.633e+01
  2.075e+02  -3.215e+00   1.368e+01
  2.742e+02   1.833e+00   1.309e+01
  1.949e+02  -4.915e+00   4.345e-01
Element    45
  2.792e+02   2.562e+00   2.680e+01
  2.046e+02  -3.796e+00   1.488e+01
  2.674e+02   9.632e-01   1.433e+01
  1.927e+02  -5.395e+00   2.405e+00
Element    46
  2.711e+02   1.608e+00   2.806e+01
  2.011e+02  -4.348e+00   1.691e+01
  2.600e+02   1.447e-01   1.637e+01
  1.900e+02  -5.812e+00   5.223e+00
Element    47
  2.618e+02   6.856e-01   3.005e+01
  1.968e+02  -4.851e+00   1.972e+01
  2.515e+02  -6.013e-01   1.918e+01
  1.865e+02  -6.138e+00   8.848e+00
Element    48
  2.509e+02  -1.794e-01   3.267e+01
  1.910e+02  -5.275e+00   2.322e+01
  2.415e+02  -1.243e+00   2.265e+01
  1.816e+02  -6.339e+00   1.320e+01
Element    49
  2.381e+02  -9.485e-01   3.578e+01
  1.836e+02  -5.580e+00   2.728e+01
  2.295e+02  -1.734e+00   2.667e+01
  1.750e+02  -6.366e+00   1.817e+01
Element    50
  2.229e+02  -1.567e+00   3.922e+01
  1.741e+02  -5.712e+00   3.174e+01
  2.153e+02  -2.014e+00   3.104e+01
  1.665e+02  -6.158e+00   2.356e+01
Element    51
  2.052e+02  -1.961e+00   4.271e+01
  1.623e+02  -5.598e+00   3.632e+01
  1.986e+02  -1.998e+00   3.551e+01
  1.557e+02  -5.635e+00   2.912e+01
Element    52
  1.850e+02  -2.029e+00   4.592e+01
  1.481e+02  -5.145e+00   4.068e+01
  1.794e+02  -1.578e+00   3.973e+01
  1.426e+02  -4.694e+00   3.449e+01
Element    53
  1.623e+02  -1.646e+00   4.840e+01
  1.315e+02  -4.237e+00   4.436e+01
  1.578e+02  -6.252e-01   4.321e+01
  1.270e+02  -3.217e+00   3.917e+01
Element    54
  1.377e+02  -6.615e-01   4.960e+01
  1.127e+02  -2.746e+00   4.676e+01
  1.342e+02   9.987e-01   4.537e+01
  1.093e+02  -1.085e+00   4.253e+01
Element    55
  1.117e+02   1.067e+00   4.885e+01
  9.212e+01  -5.505e-01   4.715e+01
  1.092e+02   3.394e+00   4.549e+01
  8.961e+01   1.776e+00   4.380e+01
Element    56
  8.546e+01   3.620e+00   4.546e+01
  7.036e+01   2.395e+00   4.473e+01
  8.377e+01   6.527e+00   4.284e+01
  6.868e+01   5.302e+00   4.212e+01
Element    57
  6.022e+01   6.879e+00   3.890e+01
  4.842e+01   5.937e+00   3.879e+01
  5.910e+01   1.004e+01   3.683e+01
  4.730e+01   9.096e+00   3.672e+01
Element    58
  3.760e+01   1.027e+01   2.913e+01
  2.768e+01   9.474e+00   2.901e+01
  3.664e+01   1.285e+01   2.739e+01
  2.673e+01   1.206e+01   2.727e+01
Element    59
  1.939e+01   1.222e+01   1.728e+01
  1.021e+01   1.145e+01   1.598e+01
  1.800e+01   1.235e+01   1.573e+01
  8.822e+00   1.157e+01   1.444e+01
Element    60
  8.194e+00   9.029e+00   6.785e+00
 -4.127e-01   8.177e+00   2.050e+00
  5.407e+00   2.404e+00   5.534e+00
 -3.200e+00   1.552e+00   7.994e-01
Element    61
  1.082e+02   1.316e+01   4.371e+01
 -2.937e+01   1.606e+00   2.631e+01
  8.828e+01   1.896e+01   2.047e+01
 -4.929e+01   7.404e+00   3.064e+00
Element    62
  1.354e+02   2.776e+01   6.220e+01
 -4.675e+00   1.586e+01   4.086e+01
  1.136e+02   2.673e+01   3.873e+01
 -2.649e+01   1.483e+01   1.739e+01
Element    63
  1.750e+02   3.263e+01   7.636e+01
  2.090e+01   1.947e+01   5.070e+01
  1.501e+02   2.734e+01   5.065e+01
 -4.021e+00   1.417e+01   2.500e+01
Element    64
  1.964e+02   3.020e+01   7.821e+01
  4.088e+01   1.691e+01   5.228e+01
  1.712e+02   2.477e+01   5.228e+01
  1.572e+01   1.148e+01   2.635e+01
Element    65
  2.035e+02   2.642e+01   7.357e+01
  5.421e+01   1.367e+01   4.887e+01
  1.794e+02   2.156e+01   4.867e+01
  3.014e+01   8.814e+00   2.397e+01
Element    66
  2.025e+02   2.269e+01   6.630e+01
  6.228e+01   1.072e+01   4.328e+01
  1.800e+02   1.849e+01   4.290e+01
  3.974e+01   6.525e+00   1.988e+01
Element    67
  1.980e+02   1.945e+01   5.852e+01
  6.696e+01   8.271e+00   3.713e+01
  1.770e+02   1.576e+01   3.665e+01
  4.596e+01   4.579e+00   1.526e+01
Element    68
  1.924e+02   1.665e+01   5.117e+01
  6.985e+01   6.204e+00   3.123e+01
  1.728e+02   1.331e+01   3.071e+01
  5.023e+01   2.859e+00   1.077e+01
Element    69
  1.870e+02   1.419e+01   4.468e+01
  7.207e+01   4.388e+00   2.598e+01
  1.686e+02   1.106e+01   2.549e+01
  5.366e+01   1.260e+00   6.789e+00
Element    70
  1.824e+02   1.193e+01   3.922e+01
  7.432e+01   2.712e+00   2.160e+01
  1.651e+02   8.936e+00   2.117e+01
  5.700e+01  -2.842e-01   3.550e+00
Element    71
  1.789e+02   9.788e+00   3.486e+01
  7.702e+01   1.101e+00   1.821e+01
  1.625e+02   6.873e+00   1.786e+01
  6.068e+01  -1.815e+00   1.214e+00
Element    72
  1.763e+02   7.697e+00   3.165e+01
  8.035e+01  -4.886e-01   1.591e+01
  1.609e+02   4.838e+00   1.564e+01
  6.493e+01  -3.347e+00  -9.610e-02
Element    73
  1.745e+02   5.625e+00   2.963e+01
  8.431e+01  -2.075e+00   1.477e+01
  1.600e+02   2.820e+00   1.458e+01
  6.979e+01  -4.880e+00  -2.851e-01
Element    74
  1.734e+02   3.559e+00   2.880e+01
  8.881e+01  -3.659e+00   1.482e+01
  1.597e+02   8.242e-01   1.470e+01
  7.518e+01  -6.394e+00   7.193e-01
Element    75
  1.724e+02   1.507e+00   2.919e+01
  9.362e+01  -5.223e+00   1.611e+01
  1.597e+02  -1.126e+00   1.604e+01
  8.089e+01  -7.856e+00   2.962e+00
Element    76
  1.714e+02  -5.022e-01   3.076e+01
  9.845e+01  -6.734e+00   1.862e+01
  1.596e+02  -2.988e+00   1.859e+01
  8.665e+01  -9.220e+00   6.454e+00
Element    77
  1.699e+02  -2.423e+00   3.347e+01
  1.029e+02  -8.143e+00   2.233e+01
  1.591e+02  -4.700e+00   2.230e+01
  9.210e+01  -1.042e+01   1.116e+01
Element    78
  1.675e+02  -4.186e+00   3.722e+01
  1.067e+02  -9.380e+00   2.715e+01
  1.577e+02  -6.179e+00   2.708e+01
  9.684e+01  -1.137e+01   1.701e+01
Element    79
  1.638e+02  -5.697e+00   4.187e+01
  1.092e+02  -1.035e+01   3.293e+01
  1.550e+02  -7.310e+00   3.277e+01
  1.004e+02  -1.197e+01   2.382e+01
Element    80
  1.584e+02  -6.827e+00   4.719e+01
  1.101e+02  -1.094e+01   3.944e+01
  1.507e+02  -7.945e+00   3.913e+01
  1.024e+02  -1.206e+01   3.138e+01
Element    81
  1.510e+02  -7.409e+00   5.284e+01
  1.090e+02  -1.098e+01   4.636e+01
  1.444e+02  -7.892e+00   4.582e+01
  1.024e+02  -1.146e+01   3.933e+01
Element    82
  1.413e+02  -7.229e+00   5.840e+01
  1.054e+02  -1.027e+01   5.323e+01
  1.359e+02  -6.911e+00   5.237e+01
  9.995e+01  -9.948e+00   4.720e+01
Element    83
  1.293e+02  -6.024e+00   6.327e+01
  9.907e+01  -8.558e+00   5.947e+01
  1.249e+02  -4.722e+00   5.817e+01
  9.471e+01  -7.256e+00   5.437e+01
Element    84
  1.148e+02  -3.500e+00   6.673e+01
  8.975e+01  -5.574e+00   6.430e+01
  1.114e+02  -1.037e+00   6.247e+01
  8.644e+01  -3.111e+00   6.004e+01
Element    85
  9.799e+01   6.206e-01   6.790e+01
  7.738e+01  -1.058e+00   6.678e+01
  9.564e+01   4.351e+00   6.433e+01
  7.502e+01   2.673e+00   6.322e+01
Element    86
  7.938e+01   6.475e+00   6.581e+01
  6.216e+01   5.107e+00   6.581e+01
  7.781e+01   1.139e+01   6.278e+01
  6.059e+01   1.002e+01   6.278e+01
Element    87
  5.966e+01   1.382e+01   5.957e+01
  4.475e+01   1.266e+01   6.026e+01
  5.860e+01   1.941e+01   5.690e+01
  4.368e+01   1.825e+01   5.760e+01
Element    88
  4.013e+01   2.162e+01   4.865e+01
  2.646e+01   2.055e+01   4.919e+01
  3.911e+01   2.654e+01   4.621e+01
  2.545e+01   2.547e+01   4.675e+01
Element    89
  2.292e+01   2.728e+01   3.335e+01
  9.788e+00   2.619e+01   3.217e+01
  2.122e+01   2.875e+01   3.111e+01
  8.089e+00   2.766e+01   2.992e+01
Element    90
  1.190e+01   2.543e+01   1.526e+01
 -8.870e-01   2.420e+01   9.423e+00
  8.263e+00   1.788e+01   1.333e+01
 -4.520e+00   1.666e+01   7.498e+00
Element    91
 -1.218e+02  -5.678e+00   1.608e+01
 -2.401e+02  -1.557e+01   2.338e+00
 -1.384e+02   1.664e+00  -3.981e+00
 -2.567e+02  -8.227e+00  -1.772e+01
Element    92
 -9.442e+01   1.170e+01   3.328e+01
 -2.184e+02   1.234e+00   1.623e+01
 -1.129e+02   1.434e+01   1.239e+01
 -2.370e+02   3.876e+00  -4.646e+00
Element    93
 -6.890e+01   2.143e+01   4.585e+01
 -1.964e+02   1.061e+01   2.658e+01
 -8.869e+01   2.080e+01   2.447e+01
 -2.162e+02   9.973e+00   5.201e+00
Element    94
 -4.259e+01   2.603e+01   5.399e+01
 -1.748e+02   1.478e+01   3.294e+01
 -6.356e+01   2.332e+01   3.189e+01
 -1.958e+02   1.206e+01   1.084e+01
Element    95
 -2.102e+01   2.708e+01   5.689e+01
 -1.552e+02   1.564e+01   3.508e+01
 -4.249e+01   2.347e+01   3.449e+01
 -1.767e+02   1.203e+01   1.268e+01
Element    96
 -5.276e+00   2.625e+01   5.576e+01
 -1.383e+02   1.490e+01   3.395e+01
 -2.665e+01   2.231e+01   3.356e+01
 -1.597e+02   1.095e+01   1.174e+01
Element    97
  5.630e+00   2.442e+01   5.209e+01
 -1.241e+02   1.335e+01   3.073e+01
 -1.525e+01   2.041e+01   3.045e+01
 -1.450e+02   9.336e+00   9.083e+00
Element    98
  1.327e+01   2.209e+01   4.712e+01
 -1.119e+02   1.140e+01   2.644e+01
 -6.903e+00   1.809e+01   2.624e+01
 -1.321e+02   7.402e+00   5.559e+00
Element    99
  1.905e+01   1.947e+01   4.173e+01
 -1.010e+02   9.219e+00   2.183e+01
 -3.269e-01   1.549e+01   2.171e+01
 -1.204e+02   5.245e+00   1.807e+00
Element   100
  2.401e+01   1.666e+01   3.651e+01
 -9.062e+01   6.871e+00   1.742e+01
  5.469e+00   1.269e+01   1.740e+01
 -1.092e+02   2.905e+00  -1.691e+00
Element   101
  2.886e+01   1.370e+01   3.189e+01
 -8.025e+01   4.379e+00   1.361e+01
  1.117e+01   9.723e+00   1.371e+01
 -9.794e+01   4.006e-01  -4.571e+00
Element   102
  3.404e+01   1.060e+01   2.815e+01
 -6.945e+01   1.754e+00   1.070e+01
  1.721e+01   6.603e+00   1.091e+01
 -8.628e+01  -2.244e+00  -6.544e+00
Element   103
  3.975e+01   7.373e+00   2.551e+01
 -5.798e+01  -9.859e-01   8.900e+00
  2.381e+01   3.362e+00   9.229e+00
 -7.392e+01  -4.997e+00  -7.377e+00
Element   104
  4.606e+01   4.041e+00   2.411e+01
 -4.570e+01  -3.812e+00   8.395e+00
  3.104e+01   4.288e-02   8.832e+00
 -6.072e+01  -7.810e+00  -6.881e+00
Element   105
  5.287e+01   6.454e-01   2.407e+01
 -3.265e+01  -6.677e+00   9.320e+00
  3.882e+01  -3.293e+00   9.844e+00
 -4.670e+01  -1.062e+01  -4.911e+00
Element   106
  5.998e+01  -2.747e+00   2.548e+01
 -1.898e+01  -9.512e+00   1.177e+01
  4.698e+01  -6.557e+00   1.235e+01
 -3.199e+01  -1.332e+01  -1.369e+00
Element   107
  6.712e+01  -6.043e+00   2.835e+01
 -4.978e+00  -1.222e+01   1.577e+01
  5.522e+01  -9.632e+00   1.636e+01
 -1.688e+01  -1.581e+01   3.783e+00
Element   108
  7.391e+01  -9.114e+00   3.265e+01
  8.964e+00  -1.468e+01   2.131e+01
  6.319e+01  -1.236e+01   2.185e+01
 -1.760e+00  -1.793e+01   1.051e+01
Element   109
  7.994e+01  -1.179e+01   3.827e+01
  2.234e+01  -1.672e+01   2.828e+01
  7.046e+01  -1.454e+01   2.869e+01
  1.286e+01  -1.947e+01   1.870e+01
Element   110
  8.473e+01  -1.384e+01   4.500e+01
  3.458e+01  -1.813e+01   3.647e+01
  7.654e+01  -1.591e+01   3.665e+01
  2.639e+01  -2.020e+01   2.812e+01
Element   111
  8.780e+01  -1.499e+01   5.251e+01
  4.502e+01  -1.864e+01   4.556e+01
  8.096e+01  -1.615e+01   4.537e+01
  3.818e+01  -1.980e+01   3.842e+01
Element   112
  8.867e+01  -1.488e+01   6.035e+01
